music_index,album_index,singer_index,singer,song,album,lyrics,genre,music_titme,album_released,time,activity,emotion
30739853,10112930,655051,벤,갈 수가 없어,이번 생은 처음이라 OST Part.8,방 안을 한 가득 채워놨었던 꿈들이 한 장씩 의미를 잃어가서 바래졌어 지난 날을 빼곡하게 적어놓은 작은 종이들에 이제는 멍해지기도 해 다른 내일들을 바래보는 일이  말처럼 쉽지 않아서 손 댈 수도 없어 오늘처럼 하루를 참아도 자꾸 되돌아오는 매일을 살고 바보같은 일을 반복하고 혼자 또 한 켠에 서서 정말 혹시나 내일은 다를까봐 한 걸음도 갈 수가 없어 언젠가 써놓은 이루려던 미래들이 아직은 그 시간에 머물러 멈춰있어  가끔씩은 어렸던 날이 그리워  다시 그 날 앞에 닿으면 웃을 수 있을까봐  같은 시간들을 반복하는 일이 어느새 익숙해져서 그렇게 지나가고 있어  오늘처럼 하루를 참아도 자꾸 되돌아오는 매일을 살고 바보같은 일을 반복하고,발라드,212,2017-11-21,겨울_새벽,휴식/수면,안정
30753213,10114851,28801,허각,바보야,바보야,기억 속에 또 조용히 찾아와 너무 사랑한 기억 아련히 떠올라서 가까이 조금만 한걸음 조금만  다가가니까 그 자리에 내가 갈 때까지만 딴 데 눈 돌리지 마 아픈 그대 나는 바보야 이런 너를 떠나보내놓고 나는 바보야 후회하는 거밖에 몰라서 정말 너무 아프다  가슴 치면서 울고 있잖아 이젠 내게 와줘 바보야 맘에 없는 말인 줄 알면서 너도 바보야 내 맘 알잖아 이젠 내게 와줘 바보야 내겐 너뿐이야 잊고 살 수가 없는 그대라서 가슴속에 묻은 채 여전히 떠올라서 혼자 살아갈 수도 없게  아직 날 괴롭히네 나는 바보야 이런 너를 떠나보내놓고 나는 바보야 후회하는 거밖에 몰라서 정말 너무 아프다  가슴 치면서,발라드,263,2017-11-27,겨울_새벽,차량/운전중,슬픔
30755375,10115186,829211,장덕철,그날처럼,그날처럼,참 많은 시간이 흘러가고 넌 어떻게 사는지 참 궁금해 날 걱정하는 사람들에게 다 잊었단 거짓말하는 내가 참 미운 날 아름다운 이별은 세상에 없다지만 그때 내가 조금 더 너를  편하게 보내줬다면 다른 사람 또 만나 행복할 니가 가끔은 내 생각할 때에 지을 표정이 참 궁금해 날 보는 네 눈이 좋아서  얼굴 붉히며 딴청 피던  아름답던 그날처럼  좋은 사람 만나 사랑 받고  너도 이젠 웃을 수 있길 찬란했던 우리 그날처럼 비어있는 지갑에 음식점을 서성이면 월급날이라며 손잡아 이끌어주던 만 원짜리 커플링 고맙다며 펑펑 울던 과분한 네 사랑 받을 사람 참 부러워 날 보는 네 눈이 좋아서  얼굴,발라드,232,2017-11-28,가을_새벽,휴식/수면,분노
30833270,10128163,925,김동률,답장,답장,너무 늦어버려서 미안 나 알다시피 좀 많이 느려서 몇 번이나 읽어도 난 믿어지지 않았나 봐 답을 알 수 없던 질문들 다음날에 많이 웃겨줘야지 난 그랬어 지금 생각해 보면 그때 넌 안간힘을 쓰고 있었는데 널 알아주지 못하고 더 실없이 굴던 내 모습 얼마나 바보 같았을까 내일 맛있는 거 먹자고 혹 영화라도 볼까 말하던 내가 나 그때로 다시 돌아가 네 앞에 선다면 하고 싶은 말 너무나 많지만 그냥 먼저 널 꼭 안아 보면 안될까 잠시만이라도 나 그때로 다시 돌아갈 기회가 된다면 그때보다는 잘할 수 있을까 뭔가 그럴듯한 말을 하고 싶은데 나 아무래도 내일 쓸까 봐 또 미룰래 너무 오래 걸려서 미안 지금,발라드,361,2018-01-11,가을_새벽,산책/걷는중,열정적
30849733,10131018,839732,멜로망스,You,투유 프로젝트 - 슈가맨2 Part.2,어떻게 난 해야 해  니가 떠난다고 말하면  난 혼자 남겨지는 게  더 두려울 텐데  이유를 말해준다면  조금 편할 것 같아  아주 작은 손짓조차도  내겐 소중한  너를 잊을 수 없는  슬픈 기억 속으로 보내  잠 못 이루겠지 YOU 비가 오는 거리에  혼자 버려진 채로  서 있는 날 생각해 봤니  혼자 있는 밤이면  니가 잠이 들던 자리엔  슬피 우는 나의 눈물로  모두 젖어 들 거야 모두가 말했었어  둘이 잘 어울린다고  그럴 땐 넌 내 품에 기대어왔어  이젠 눈을 감으면  꿈속에서 널 만나,발라드,275,2018-01-22,겨울_새벽,산책/걷는중,안정
30851703,10131396,514741,수지 (SUZY),다른사람을 사랑하고 있어,Faces of Love,네가 상처받지 않게  어떻게 말을 꺼낼까 예쁜 말 적당한 핑계로  널 보내고 난 떠나려 했어 일어선 나를 붙잡고  엉엉 울며 매달리기 전 까지 말야  다른 사람을 사랑하고 있어 다 말하고 싶지 않았어 넌 좋은 사람이니까 허물어지는 모래성을 붙잡고 더 애를 쓰려 하지 마 너 아닌 다른 사람을 사랑하고 있어 바란 것도 하나 없이  넌 항상 모든 걸 줬어 행복한 내가 너의 행복이라며 넌 언제나 나만 바라봤어 그런데 너의 사랑이 점점 지쳐 변명 하지 않고 다 말할게 다른 사람을 사랑하고 있어 다 말하고 싶지 않았어 넌 좋은 사람이니까 허물어지는 모래성을 붙잡고 더 애를 쓰려 하지 마,발라드,229,2018-01-29,겨울_새벽,차량/운전중,슬픔
30853163,10131646,544520,종현 (JONGHYUN),우린 봄이 오기 전에 (Before Our Spring),Poet｜Artist,우린 봄이 오기 전에  따뜻하기 전에 한번 볼까요 우린 날이 밝기 전에  모두 잠들었을 때 꼭 만나요 사실은 난 널 바라보는 게  지켜보는 게 좋아 가만히 웃는 널 바라보는 게  그냥 지켜보는 게 편해 바보 같은 말이지만 네 앞에 나서는 게 두려워  네가 날 이해 못한대도 괜찮아 괜찮아  아직 봄이 오기까지는  꽤나 남아 있으니까 사실은 난 또 봄이 오는 게  따뜻해지는 게 싫어 가만히 웃는 널  멀리서 보기만 해도  가슴이 아리는데 바보 같은 말이지만 네 앞에 나서는 게 두려워  네가 날 이해 못한대도 괜찮아 괜찮아  아직 봄이 오기까지는,발라드,246,2018-01-23,봄_새벽,휴식/수면,기쁨
30877002,10136251,792091,정승환,눈사람,그리고 봄,멀리 배웅하던 길 여전히 나는 그곳에 서서 그대가 사랑한 이 계절의 오고 감을 봅니다 아무 노력 말아요 버거울 땐 언제든 나의 이름을 잊어요 꽃잎이 번지면 당신께도 새로운 봄이 오겠죠 시간이 걸려도 그대 반드시 행복해지세요 그 다음 말은 이젠 내가 해줄 수 없어서 마음속에만 둘게요 꽃잎이 번지면 그럼에도 새로운 봄이 오겠죠 한참이 걸려도 그대 반드시 행복해지세요 끝 눈이 와요 혹시 그대 보고 있나요 슬퍼지도록 시리던 우리의 그 계절이 가요 마지막으로 날 떠올려 준다면 안 되나요 다시 한 번 더 같은 마음이고 싶어 우릴 보내기 전에 몹시 사랑한 날들 영원히 나는 이 자리에서,발라드,236,2018-02-19,봄_저녁,휴식/수면,슬픔
30884950,10137574,699632,로이킴,그때 헤어지면 돼,그때 헤어지면 돼,나를 사랑하는 법은 어렵지 않아요 지금 모습 그대로 나를 꼭 안아주세요 우리 나중에는 어떻게 될진 몰라도 정해지지 않아서 그게 나는 좋아요  남들이 뭐라는 게 뭐가 중요해요 서로가 없음 죽겠는데 뭐를 고민해요 우리 함께 더 사랑해도 되잖아요 네가 다른 사람이 좋아지면  내가 너 없는 게 익숙해지면  그때가 오면 그때가 되면  그때 헤어지면 돼 너를 사랑하는 법도 어렵지 않아요  한 번 더 웃어주고 조금 더 아껴주면 우리 사랑하는 법도 어렵지 않아요 매일 처음 만난 눈빛으로  서로를 바라봐 주면 남들이 뭐라는 게 뭐가 중요해요 서로가 없음 죽겠는데 뭐를 고민해요 우리 함께 더 사랑해도 되잖아요 네가 다른 사람이,발라드,249,2018-02-12,가을_새벽,휴식/수면,기쁨
30902271,10136251,792091,정승환,비가 온다,그리고 봄,이젠 정말 괜찮은 줄 알았어 네 말처럼 다 잊은 줄 알았어 흔들리는 밤 길을 잃은 맘 애써 바쁜 척 잘 지내며 버텼는데 비가 와서 그랬어 술에 취해 그랬어 난 여전히 그런 핑계로 널 못 잊어 대답 없는 너는 그게 대답일 텐데 또 습관처럼 네게 전활 걸어  이런 내가 싫다 이제 와서 뭘 바라는 건 아냐 그냥 오늘은 솔직히 말할게 보고 싶었어 궁금했었어 한때 내 전부를 나눴던 너였는데 비가 와서 그랬어 술에 취해 그랬어 내 친구들 그만 잊으라고 날 욕해 대답 없는 너는 그게 대답일 텐데 또 습관처럼 너의 기억 속에 살아 내가 싫다 사실 난 못하겠어 아직 남은 널,발라드,229,2018-02-19,가을_새벽,산책/걷는중,슬픔
30962526,10149492,752425,폴킴,"모든 날, 모든 순간 (Every day, Every Moment)",'키스 먼저 할까요?' OST Part.3,네가 없이 웃을 수 있을까 생각만 해도 눈물이나 힘든 시간 날 지켜준 사람 이제는 내가 그댈 지킬 테니 너의 품은 항상 따뜻했어 고단했던 나의 하루에 유일한 휴식처 나는 너 하나로 충분해 긴 말 안 해도 눈빛으로 다 아니깐 한 송이의 꽃이 피고 지는 모든 날 모든 순간 함께해 햇살처럼 빛나고 있었지 나를 보는 네 눈빛은 꿈이라고 해도 좋을 만큼 그 모든 순간은 눈부셨다 불안했던 나의 고된 삶에 한줄기 빛처럼 다가와 날 웃게 해준 너 나는 너 하나로 충분해 긴 말 안 해도 눈빛으로 다 아니깐 한 송이의 꽃이 피고 지는 모든 날 모든 순간 함께해 알 수 없는 미래지만 네,발라드,210,2018-03-20,가을_새벽,휴식/수면,기쁨
30970444,10150572,243232,용준형,소나기 (Feat. 10cm),소나기 (Feat. 10cm),멋대로 날 찾아와서 모든 걸 다 적시고 내 마음도 짙어져 널 원할 때쯤에 이내 떠나 가버렸던 네가 아직 그리워 그 때 조금 더 젖게 내버려 둘 걸 어디서부터 어떻게 시작해야 할까 너의 흔적들을 지우는 일 우리 함께였던 시간이 길지 않은데 넌 참 많은 걸 남기고 갔네 아직 하지 못한 말들이 너무 많아 네게 주지 못한 맘들 갈 곳을 잃었나 봐 조금만 조금만 내게 머물러서 모두 가져가 줄 순 없을까 후회에 젖은 추억은 한껏 무게를 더해가 혼자 짊어지기엔 버거워 나약해진 내가 억지로 삼켜냈던 너를 토해내듯 부르다 네 기억위로 지쳐 잠이 들죠 멋대로 날 찾아와서 모든 걸 다 적시고 내 마음도 짙어져,발라드,205,2018-03-22,가을_새벽,산책/걷는중,분노
30985406,10152984,1023977,Sondia,어른,나의 아저씨 OST Part.2,고단한 하루 끝에 떨구는 눈물 난 어디를 향해 가는 걸까 아플 만큼 아팠다 생각했는데 아직도 한참 남은 건가 봐 이 넓은 세상에 혼자인 것처럼 아무도 내 맘을 보려 하지 않고 아무도 눈을 감아 보면 내게 보이는 내 모습 지치지 말고 잠시 멈추라고 갤 것 같지 않던 짙은 나의 어둠은 나를 버리면 모두 갤 거라고 웃는 사람들 틈에 이방인처럼 혼자만 모든 걸 잃은 표정 정신 없이 한참을 뛰었던 걸까 이제는 너무 멀어진 꿈들 이 오랜 슬픔이 그치기는 할까 언젠가 한 번쯤  따스한 햇살이 내릴까 나는 내가 되고 별은 영원히 빛나고 잠들지 않는 꿈을 꾸고 있어 바보 같은 나는 내가 될,발라드,260,2018-03-29,겨울_새벽,휴식/수면,슬픔
31046548,10162211,839732,멜로망스,욕심,욕심,아무리 오래된 친구라 해도 사랑이란 무거운 단어 앞에선 오래된 만큼 멀어질 수도 있단 사실을 알았었지 지금 함께 웃고 있는 널 보며 친구로 쌓아왔던 이 추억들을 앞으로 만들지 못하게 될까 봐 내 맘을 감췄었지 나의 사랑이 너와 함께 웃어줄 수 있는 시간조차도 뺏어버릴 그런 맘이 될까 봐 말조차 못하는데 나를 편히 대해주는 널 보며 친구길 바라는 말인 것 같아서 고백해보겠단 어젯밤 다짐도 함께 멀어지게 했었지 나의 욕심이 너와 함께 웃어줄 수 있는 시간조차도 뺏어버릴 그럴 맘이 될까 봐 나 말하길 망설였는데 널 원한 내 맘이 너의 힘이 되어줄 수 있는 기쁨조차도 잃어버릴 그럴 욕심일까 봐 너를 잃어버릴 일이 될까 봐 가만히,발라드,241,2018-04-26,봄_새벽,산책/걷는중,안정
31062863,10164839,655051,벤,열애중,RECIPE,아직 이별 중인 나에겐  끝이 아닌 것만 같아서  다른 사랑 중인 너지만  나는 아직 너와 열애 중 나도 너만큼만 헤어지고 싶어 아니 너보다 더 행복하고 싶어 너는 어떻게 날 잊었는지 가르쳐줘 아직 이별 중인 나에게 난 아직 열애 중 누구보다 뜨겁게 사랑해 열애 중 헤어져도 헤어진 적 없어 언젠가 내가 너와 이별할 수 있을까 너만 모르게 나는 아직 너와 열애 중 매일 이별하고 있지만 아직 너를 기다리는 중 나도 너만큼만 못돼지고 싶어 아니 너보다 더 나빠지고 싶어 너는 어떻게 날 잊었는지 가르쳐줘 아직 이별 중인 나에게 난 아직 열애 중 누구보다 뜨겁게 사랑해 열애 중 헤어져도 헤어진,발라드,271,2018-05-08,가을_새벽,산책/걷는중,분노
31133898,10175106,647971,비투비,너 없인 안 된다,THIS IS US,난 지금 네게 가고 있는 길이야 봄의 끝보다 훨씬 빠르게 할 말이 있는 걸 말하지 않으면 평생을 후회하며 살 것 같아 아마도 살 것 같아 너랑 숨 쉬면 정신 못 차리겠어 눈이 감기고 I just want you to know Im the real one that youre looking for 걱정은 불안함 안에 가둬 건너편에 다 놔두고 이제부터 우리 사진 주워 담아 네 손아귀 안에 아기자기 걸어 둘 거야 어디든지 보이게 해줘 나 없인 안 된다 해줘 너 없인 안 된다 난 너여야 한다 아무리 생각해도 난 결국 너야 후회하긴 싫다 너를 사랑한다 Cuz u r the only one 나는 너뿐이라는 걸 Hah,발라드,227,2018-06-18,여름_새벽,산책/걷는중,슬픔
31164090,10181438,839732,멜로망스,동화,The Fairy Tale,너의 마음속 내 모습들 언젠가 얘기해줬을 때 듣고 있는 날엔 어느새 날 위한 이야긴 듯해 너의 마음이 아니면  들을 수 없을 내 얘기들 네 안에 그려진 내 모습이  그저 고마울 뿐이야 너를 위한 이야기로 있어줄게 언제나 네 옆에서 힘이 돼줄게 항상 너만의 예쁜 이야기로  네 옆에 남아 있을게 우리가 나눈 시간 위에 그린 서로의 모습들이 앞으로의 우리에 대해 믿을 수 있게 하는 듯해 너의 마음이 아니면  볼 수 없었을 내 모습들 너도 몰랐었던 네 모습을  너에게 들려줄게 너를 위한 이야기로 있어줄게 언제나 네 옆에서 힘이 돼줄게 항상 너만의 예쁜 이야기로 네 옆에 남아 있을게 서로의,발라드,227,2018-07-03,봄_새벽,휴식/수면,기쁨
31181342,10184110,236815,다비치,마치 우린 없었던 사이 (Prod. 정키),마치 우린 없었던 사이 (Prod. 정키),비 내리는 날 창가에 앉아 서두르던 일상을 달래다 울적해진 마음잡고 써 내려가다 울컥 눈물만 헤어진단 게 낯설기만 해 하루하루를 그저 버티다가 누군가 내게 네 얘길 물을 때면 울컥 눈물만 어두워지면 밤하늘을 헤매다 잠시 잊었던 혼자라는 생각에 밤새 뒤척이다 네 생각에 잠 못 드는 날엔  그저 눈물만 다른 사람을 만난다면 그땐 꼭 바랄게 나보단 너를 더 이해하길 우리 뜨겁게 사랑했던 기억 모두 다 지우고 만난 적 없었던 것처럼 Oh You Oh You 마치 우린 없었던 사이 어두워지면 밤하늘을 헤매다 잠시 잊었던 혼자라는 생각에 밤새 뒤척이다 네 생각에 잠 못 드는 날엔 그저 눈물만 다른 사람을 만난다면 그땐 꼭 바랄게 나보단,발라드,232,2018-07-12,가을_새벽,산책/걷는중,슬픔
31304766,10203965,471741,임한별,이별하러 가는 길,이별하러 가는 길,소란한 내 맘을 누군가 볼까봐 애써 웃는 척 해 사실 나는 누구보다 아픈 중인데 많은 날이 지나면 덤덤하게 잊혀지겠지 다시 또 살아가면서 누군갈 사랑하면서 그렇게 이별하러 가는 길 참 맑기도 하다 널 떼러 가는 길 아무 예고 없이 갑자기 맞이할 이별에 많이 힘들지 몰라 미안해 다신 사랑 안 한단 거짓말 뒤로 우는 널 남긴 채 나 차갑게 떠난다 우리 이제는 안녕 안녕 차라리 나를 미워해 화도 못 내는 네게 너무 쉽게 던진 말 그 말 그게 참 가슴에 남아 미안하단 말 못한 게 후회돼 이별하러 가는 길 참 맑기도 하다 널 떼러 가는 길 아무 예고 없이 갑자기 맞이할 이별에,발라드,307,2018-09-13,가을_새벽,휴식/수면,슬픔
31314142,10205438,699632,로이킴,우리 그만하자,우리 그만하자,그래 아무리 애를 써봐도 될 수 없는 건 할 수 없는 건 결국 다 내 탓인 거겠지 뭐 혼자 기도를 해봐도 가질 수 없는 걸 바라고 있는 내 자신이 더 슬퍼 보였어 내가 바라보고 있는 너의 그 예쁜 눈동자엔 내가 이젠 없어서 우리 이제 그만하자 아프지 말라는 말도 잘 자라는 말도 우리 이제 그만하자 사랑한다는 말도 똑바로 못하면서 내가 잘한 것도 없지 뭐 내 기분대로 맘에 없는 말도 참 많이 하곤 했었는데 다 받아줬던 너는 아마 그래서 이젠 나에게 설레지 않는 걸지도 몰라 내가 바라보고 있는 너의  그 예쁜 눈동자엔 내가 이젠 없어서 우리 이제 그만하자 아프지 말라는 말도,발라드,258,2018-09-18,겨울_새벽,산책/걷는중,슬픔
31314144,10205439,160080,바이브,가을 타나 봐,가을 타나 봐,계절은 돌고 돌아 돌아오는데 사랑은 돌고 돌아 떠나버리고 추억을 돌고 돌아 멈춰 서있는 다시 그 계절이 왔나 봐 나 가을 타나 봐 니가 그리워진 이 밤 나 혼자 널 기다리나 봐 나 가을 타나 봐 니가 불어오는 이 밤 나 혼자서 가을 타나 봐 Baby Im lonely lonely lonely lonely 추억은 Falling falling falling falling 아무리 멀리 멀리 떠나 보내도 돌아오는 난 가을 타나 봐 내 곁을 스쳐가는 많은 사람들 뭘 해도 채워지지 않는 시간들 아무리 잊어봐도 짙어져 가는 외로운 계절이 왔나 봐 나 가을 타나 봐 니가 그리워진 이 밤 나 혼자 널 기다리나 봐 나 가을 타나 봐,발라드,232,2018-09-18,가을_새벽,휴식/수면,슬픔
31316695,10205805,1142,임창정,하루도 그대를 사랑하지 않은 적이 없었다,하루도 그대를 사랑하지 않은 적이 없었다,맞이하고 보내준 수 많은 일 년 중 그대 내게 떠났던 그 해가 있었죠 어디에 있을까 잘 지내 지나요 아팠던 건 잘 보내 줬나요 날 떠나겠다는 말 참 힘들었어요 사랑한단 말도 그대가 했기에 거기서 떠나요 나도 잘 떠났으니 이제야 그댈 이해하네요 사랑 누구나 하는 흔하디 흔한 이야기 시작의 이유도 헤어짐의 이유도 그땐 모르기에 그저 치열한 날들 우린 어떤 사랑을 했었나요 그 가슴에 가지 말라는 말 왜 안 했겠어요 혹시 싫어할까 가슴에 남긴 말 그대는 그 날로 나를 지워갔겠죠 이제야 그댈 보고 싶은데 사랑 누구나 하는 흔하디 흔한 이야기 숨마저 못 쉬던 걸을 수조차 없던 이별이 기다려 모두 가져간 날들 우린 어떤,발라드,243,2018-09-19,겨울_새벽,휴식/수면,슬픔
31324607,10207131,2087273,임재현,사랑에 연습이 있었다면 (Prod. 2soo),사랑에 연습이 있었다면,사랑에 연습이 있었다면  우리는 달라졌을까  내가 널 만난 시간 혹은 그 장소  상황이 달랐었다면  우린 맺어졌을까  하필 넌  왜 내가 그렇게 철없던 시절에  나타나서 그렇게 예뻤니  너처럼 좋은 여자가  왜 날 만나서 그런  과분한 사랑 내게 줬는지 우리 다시 그때로 돌아가자는게  그게 미친말인가  정신나간 소린가  나는 더 잘 할 수 있고  다신 울리지 않을  자신있는데 그게 왜 말이 안돼  시간이 너무 흘러 알게되었는데  너를 울리지 않고 아껴주는법  세월은 왜 철없는 날  기다려주지 않고  흘러갔는지 야속해  지금 너 만나는 그에게도,발라드,256,2018-09-25,가을_아침,휴식/수면,사랑
31356458,10212203,695994,양다일,고백,고백,미소짓던 그 표정이 시도 때도 없던 입맞춤이 주고받던 연락들이 아쉬움 가득한 헤어짐이 없어서 쌓여서 너의 모든 게 더는 남아있질 않아 어쩔 수 없는 걸 알면서도 놓을 수 없는 걸 아쉬움에 더는 너를 불러봐도 어떤 감정도 느껴지질 않아 그저 남아 있을 뿐인걸 차가워진 그 표정이 시도 때도 없는 다툼들이 주고받던 상처들이 가끔은 미안한 마음들이 긴 시간 쌓여서 너의 모든 게 더는 남아있질 않아 어쩔 수 없는 걸 알면서도 놓을 수 없는 걸 아쉬움에 더는 너를 불러봐도 어떤 감정도 느껴지질 않아 그저 남아 있을 뿐인걸 매일 그리던 네 모습도 더는 그려지지 않아 더는 널 원하지 않아 어쩔 수 없는 이 마지막도 놓을,발라드,211,2018-10-15,여름_아침,휴식/수면,안정
31358698,10212578,715176,첸 (CHEN),벚꽃연가,백일의 낭군님 OST Part 3,이토록 아름다웠던 달빛이었던가 아득히 깊어진 밤이면 숨었던 그리움 고갤 드네 지키지 못한 약속들이 별들처럼 떠다닌 긴 밤에 불어온 바람 그대 숨결인 것만 같아 괴로웠다 스쳐가는 바람에 내게 떨어지는 벚꽃 잎은 그댈 닮아 이리 쓸쓸한가 칼에 벤 상처 보다 더 깊게 아려온 그댈 새긴 가슴 모든 게 불편하기만한 잊고 싶던 기억들 너머로 참 선명하게 빛이 나던 너와 함께 보낸 나날들 스쳐가는 바람에 내게 떨어지는 벚꽃 잎은 그댈 닮아 이리 쓸쓸한가 칼에 벤 상처 보다 더 깊게 아려온 그댈 새긴 가슴 아스라이 흐려진 달빛에 슬피 흩날리던 그대 모든 것과 바꿔서 널 다시 만나면 품 한가득 널 안으며 이 말 전하리라 백일간의 그,발라드,251,2018-10-16,봄_새벽,휴식/수면,사랑
31373277,10214874,175139,케이윌,내 생에 아름다운,뷰티 인사이드 OST Part.4,Dont walk away Im falling down Dont walk away Im falling down 깊어져만 가는 밤하늘 별빛은 여전히 그 자리 그대를 기다리죠 한참을 말하지 않아도 그대 두 눈 들여다보면 나는 알아요 그대를 느끼죠 햇살 안은 밤하늘 수평선 멀리 그대의 별 되어 늘 그대를 지킬게요 내 생에 가장 아름다운 시간들 나 그댈 위해 간직해온 짙은 숨결 그대에게 닿기를 바래요 Dont walk away Im falling down Dont walk away Im falling down 점점 멀어지는 한동안 그대 외로이 힘없이 지나간 나날들 나는 아파요 그대를 느끼죠 햇살 안은 밤하늘 수평선 멀리 그대의 별 되어 늘 그대를 지킬게요 내 생에 가장 아름다운 시간들 나 그댈 위해,발라드,239,2018-10-23,겨울_새벽,차량/운전중,슬픔
31388145,10217134,752425,폴킴,너를 만나,너를 만나,너를 만난 그 이후로 사소한 변화들에 행복해져 눈이 부시게 빛 나는 아침 너를 떠올리며 눈 뜨는 하루 식탁 위에 마주 앉아 너의 하루는 어땠는지 묻거나 나의 하루도 썩 괜찮았어 웃으며 대답해 주고 싶어 별것 아닌 일에 맘이 통할 때면 익숙해진 서로가 놀라웠어 널 사랑해 평온한 지금처럼만 영원하고 싶다고 너를 바라보다 생각했어 너를 만나 참 행복했어 나 이토록 사랑할 수 있었던 건 아직 어리고 모자란 내 맘 따뜻한 이해로 다 안아줘서 무심한 말투에 서로 아플 때면 차가워진 사이가 견딜 수 없어 미안해 불안한 지금이라도 영원하고 싶다고 너를 바라보다 생각했어 너를 만나 참 행복했어 나 이토록 사랑할 수 있었던 건 아직 어리고,발라드,280,2018-10-29,가을_새벽,산책/걷는중,슬픔
31403156,10219296,105623,노을,너는 어땠을까,별,언제부터인지 습관처럼 연락하고 마주한 시간이 더는 설레질 않아 하루 종일 반복되는 다툼까지도 사소하게 쌓인 오해마저 어떤 말로 풀어야 하는지 익숙한 탓인지 조금은 지겹기도 해 혼자인 시간이 가끔은 그립기도 해 하루 종일 궁금하던 너의 안부도 더는 쉽게 물어볼 수 없는 그런 감정에 하루를 살아 넌 어떻게 지내는 건지 혹시 나와 같은 지 바쁜 일상 속에 내 생각 같은 건 하지 않는지 날 만나 사랑했던 걸 후회하진 않는지 끝이라는 게 생각보다 쉬운 일인 건 아닌지 쉬울 줄 알았어 널 마주하기 전에는 마음과는 달랐어 왜 이렇게 아픈 건지 생각보다 너무 쉽게 잊혀질 걸 알면서 왜 함께한 날들이 떠오르는지 넌 어떻게 지내는 건지 혹시,발라드,261,2018-11-05,겨울_아침,산책/걷는중,안정
31406357,10219644,2297933,하은,신용재,신용재,매일 같은 옷을 입는 이유  너와 함께 입던 옷이라서 혹시 어디선가 알아보고  날 찾아줄까 봐 네가 좋아했던 옷을 입고  네가 좋아했던 가수처럼 노래하면 네가 볼 것 같아서 신용재를 따라 하고  따라 해도 안 되는 것처럼 사랑을 따라 하고  흉내 내도 안 되는 것처럼 목이 부서져라  이 노래를 불러도 너는 다시 돌아오질 않잖아 네가 그렇게도 좋아했었던  그 노래처럼 그때 네가 나를 떠난 이후  쉬지 않고 연습하는 이유 혹시 어디선가 들린다면  너 돌아볼까 봐 이제 우리 얘기가 돼버린 네가 좋아했던 노래들을 불러보면 네가 울 것 같아서 신용재를 따라 하고  따라 해도 안,발라드,214,2018-11-06,가을_새벽,산책/걷는중,안정
31417922,10215293,647971,비투비,아름답고도 아프구나,HOUR MOMENT,사랑을 만나 이별을 하고 수없이 많은 날을 울고 웃었다 시간이란 건 순간이란 게 아름답고도 아프구나 낭만 잃은 시인 거의 시체 같아 바라고 있어 막연한 보답 아픔을 피해 또 다른 아픔을 만나 옆에 있던 행복을 못 찾았을까 너를 보내고 얼마나 나 많이 후회했는지 몰라 지금 이 순간에도 많은 걸 놓치고 있는데 말이야 시간은 또 흘러 여기까지 왔네요 지금도 결국 추억으로 남겠죠 다시 시작하는 게 이젠 두려운걸요 이별을 만나 아플까 봐 사랑을 만나 이별을 하고 수없이 많은 날을 울고 웃었다 시간이란 건 순간이란 게 아름답고도 아프구나 Yeah love then pain love then pain Yeah lets learn from our mistakes 우린 실패로부터 성장해,발라드,240,2018-11-12,봄_저녁,산책/걷는중,슬픔
31433959,10223947,205746,황치열,그대가 내 안에 박혔다,그대가 내 안에 박혔다,한참을 하늘을 보고 걸어 갔어 내 지난 사랑은 온통 미련으로 가득한데 사랑이 있다는 말은 믿지 않아 그렇게 그렇게 그저 살아 사는 게 힘겨워서 버거워서 무너지고 싶던 그 날에 햇살처럼 그댄 내게 왔다 그대가 내 안에 박혔다 그대가 내 맘을 녹였다 그대가 나밖에 몰랐던 내가 사랑을 배워가고 있다 겨울같은 시간이 와도 꽃은 꺾지 않겠다 나 이제야 이제야 숨을 쉰다 너와 사는 게 힘겨워서 버거워서 무너지고 싶던 그 날에 햇살처럼 그댄 내게 왔다 그대가 내 안에 박혔다 그대가 내 맘을 녹였다 그대가 나밖에 몰랐던 내가 사랑을 배워가고 있다 겨울같은 시간이 와도 꽃은 꺾지 않겠다 나 이제야 이제야 숨을 쉰다 너와 한없이 춥기만,발라드,235,2018-11-20,겨울_새벽,휴식/수면,안정
31453551,10226943,28801,허각,흔한 이별,흔한 이별,매일 집으로 돌아가는  익숙한 골목 거리 사이 불어온 볼 스치는  차가워진 이 바람을 따라 걷다가 네 생각이 나 잘 지내니 많이 바쁘게 지냈나 봐  너 없는 하루가 왜 그리 느리게만 가는지 했던 게  어제 일만 같은데 어느새 까맣게 잊고 살았나 봐 이 계절이 널 기억하고 있나 봐 우리가 헤어진 게 이맘때였어 그때는 왜 그렇게  세상을 다 잃은 것만 같던지 지나 지나고 보니 흔한 이별인 듯 살아져 너도 나처럼 어느새 잊었을까 참 사랑했었던 애틋했던  우리 사이 이젠 남들과 같나 봐 지나보니 알 것 같아  다 내 잘못이었다는 걸 들릴 듯 말 듯하게  나,발라드,252,2018-11-28,가을_새벽,휴식/수면,슬픔
